protest	VERB	13
share	NOUN	13
delighted	ADJ	13
exclaim	VERB	13
will	NOUN	13
clothes	NOUN	13
park	NOUN	13
hurry	VERB	13
grateful	ADJ	13
leisure	NOUN	13
assist	VERB	13
treat	VERB	13
noble	ADJ	13
anger	NOUN	13
offend	VERB	13
seriously	ADV	13
unhappy	ADJ	13
assistance	NOUN	13
enquire	VERB	13
tolerably	ADV	13
vain	NOUN	13
partiality	NOUN	13
suspicion	NOUN	13
congratulation	NOUN	13
frequent	ADJ	13
tea	NOUN	13
light	NOUN	13
entertain	VERB	12
console	VERB	12
generous	ADJ	12
tuesday	PROPN	12
either	ADV	12
own	VERB	12
heaven	PROPN	12
denny	PROPN	12
silly	ADJ	12
false	ADJ	12
constant	ADJ	12
deny	VERB	12
horse	NOUN	12
application	NOUN	12
stay	NOUN	12
naturally	ADV	12
rich	ADJ	12
chief	NOUN	12
madam	PROPN	12
wise	ADJ	12
probable	ADJ	12
delight	VERB	12
favourable	ADJ	12
use	NOUN	12
immediate	ADJ	12
promise	NOUN	12
represent	VERB	12
quarter	NOUN	12
eager	ADJ	12
rank	NOUN	12
contempt	NOUN	12
guard	VERB	12
justify	VERB	12
sooner	ADV	12
communication	NOUN	12
amongst	ADP	12
kind	ADV	12
break	VERB	12
actually	ADV	12
intimate	ADJ	12
hall	NOUN	12
lucases	PROPN	12
disposed	ADJ	12
courage	NOUN	12
comfortable	ADJ	12
twice	ADV	12
enjoy	VERB	12
colour	NOUN	12
advise	VERB	12
both	CONJ	12
pretty	ADJ	12
joy	NOUN	12
early	ADJ	12
garden	NOUN	12
music	NOUN	12
occasionally	ADV	12
provide	VERB	12
shortly	ADV	12
lately	ADV	12
chuse	VERB	12
single	ADJ	12
down	ADV	11
future	ADJ	11
pretend	VERB	11
confusion	NOUN	11
order	VERB	11
in	ADV	11
instrument	NOUN	11
confidence	NOUN	11
pursue	VERB	11
parlour	NOUN	11
relationship	NOUN	11
secure	VERB	11
instance	NOUN	11
account	VERB	11
chaise	NOUN	11
vexation	NOUN	11
excessively	ADV	11
wild	ADJ	11
forgive	VERB	11
notion	NOUN	11
earnestly	ADV	11
education	NOUN	11
desirable	ADJ	11
check	VERB	11
necessity	NOUN	11
supper	NOUN	11
imprudent	ADJ	11
order	NOUN	11
dreadful	ADJ	11
open	ADJ	11
wood	NOUN	11
folly	NOUN	11
interruption	NOUN	11
excuse	NOUN	11
remark	NOUN	11
plain	ADJ	11
moreover	ADV	11
fault	NOUN	11
assembly	NOUN	11
stop	VERB	11
amuse	VERB	11
perform	VERB	11
accompany	VERB	11
wrong	ADJ	11
private	ADJ	11
introduction	NOUN	11
honour	VERB	11
distress	VERB	11
improve	VERB	11
pardon	NOUN	11
point	VERB	11
fail	VERB	11
difference	NOUN	11
kind	ADJ	11
difficult	ADJ	11
tempt	VERB	11
probability	NOUN	11
delicacy	NOUN	11
public	ADJ	11
income	NOUN	11
meaning	NOUN	11
employ	VERB	11
end	VERB	10
convinced	ADJ	10
preference	NOUN	10
on	ADV	10
consolation	NOUN	10
memory	NOUN	10
dress	VERB	10
youth	NOUN	10
separate	VERB	10
heartily	ADV	10
——shire	NOUN	10
secrecy	NOUN	10
remarkably	ADV	10
furniture	NOUN	10
attentive	ADJ	10
insufficient	ADJ	10
goodness	NOUN	10
sweet	ADJ	10
dislike	VERB	10
off	ADV	10
lambton	PROPN	10
church	NOUN	10
improvement	NOUN	10
low	ADJ	10
charm	NOUN	10
behave	VERB	10
virtue	NOUN	10
coach	NOUN	10
comply	VERB	10
six	NUM	10
strange	ADJ	10
insist	VERB	10
next	ADV	10
argument	NOUN	10
sir	NOUN	10
remind	VERB	10
steady	ADJ	10
source	NOUN	10
violent	ADJ	10
explanation	NOUN	10
lane	NOUN	10
reynolds	PROPN	10
encouragement	NOUN	10
tall	ADJ	10
embarrassment	NOUN	10
dread	VERB	10
provoke	VERB	10
near	ADV	10
close	VERB	10
reject	VERB	10
intimacy	NOUN	10
apology	NOUN	10
contrary	NOUN	10
fellow	NOUN	10
sincere	ADJ	10
fresh	ADJ	10
utmost	ADJ	10
quick	ADJ	10
regard	VERB	10
natured	ADJ	10
attribute	VERB	10
amazement	NOUN	10
important	ADJ	10
unlucky	ADJ	10
employment	NOUN	10
tear	NOUN	10
undoubtedly	ADV	10
object	VERB	10
habit	NOUN	10
press	VERB	10
examine	VERB	10
rational	ADJ	10
consequently	ADV	10
mine	NOUN	10
unwilling	ADJ	10
pray	INTJ	10
buy	VERB	10
partial	ADJ	10
impatience	NOUN	10
chiefly	ADV	10
&c	PROPN	10
excite	VERB	10
deep	ADJ	10
shame	NOUN	10
feature	NOUN	10
boast	VERB	10
welcome	ADJ	10
commendation	NOUN	9
influence	NOUN	9
last	VERB	9
error	NOUN	9
imprudence	NOUN	9
behind	ADP	9
'	VERB	9
elegance	NOUN	9
raise	VERB	9
regret	VERB	9
arrangement	NOUN	9
awkward	ADJ	9
defect	NOUN	9
friendship	NOUN	9
engaged	ADJ	9
beginning	NOUN	9
lord	PROPN	9
whisper	NOUN	9
hate	VERB	9
seldom	ADV	9
notice	VERB	9
patience	NOUN	9
blush	VERB	9
establish	VERB	9
uncommonly	ADV	9
sink	VERB	9
consent	NOUN	9
hard	ADJ	9
various	ADJ	9
addition	NOUN	9
mistake	VERB	9
valuable	ADJ	9
fashion	NOUN	9
sunday	PROPN	9
itself	PRON	9
withdraw	VERB	9
authority	NOUN	9
neglect	VERB	9
neither	DET	9
temptation	NOUN	9
excuse	VERB	9
hastily	ADV	9
welcome	VERB	9
reception	NOUN	9
obligation	NOUN	9
figure	NOUN	9
surprise	VERB	9
yield	VERB	9
hurry	NOUN	9
quite	ADJ	9
request	NOUN	9
eight	NUM	9
wednesday	PROPN	9
mistake	NOUN	9
elopement	NOUN	9
reflect	VERB	9
lover	NOUN	9
accord	VERB	9
over	PART	9
content	NOUN	9
save	VERB	9
parish	NOUN	9
spot	NOUN	9
severe	ADJ	9
persuasion	NOUN	9
rapture	NOUN	9
bennets	PROPN	9
dear	PROPN	9
considerable	ADJ	9
park	PROPN	9
story	NOUN	9
belong	VERB	9
thankful	ADJ	9
clergyman	NOUN	9
monday	PROPN	9
reserve	NOUN	9
utter	VERB	9
jenkinson	PROPN	9
safe	ADJ	9
lip	NOUN	9
favourite	NOUN	9
quietly	ADV	9
congratulate	VERB	9
die	VERB	9
possession	NOUN	9
gracechurch	PROPN	9
inquiry	NOUN	9
humble	ADJ	9
piece	NOUN	9
gown	NOUN	9
couple	NOUN	9
accomplished	ADJ	9
exertion	NOUN	9
prefer	VERB	9
repeatedly	ADV	9
sing	VERB	9
sincerely	ADV	9
triumph	NOUN	9
disappointed	ADJ	9
haste	NOUN	9
property	NOUN	8
little	ADV	8
properly	ADV	8
quiet	ADJ	8
alteration	NOUN	8
inn	NOUN	8
wherever	ADV	8
respect	VERB	8
unknown	ADJ	8
warmth	NOUN	8
least	ADV	8
nonsense	NOUN	8
thinking	NOUN	8
study	NOUN	8
death	NOUN	8
impatient	ADJ	8
gracious	ADJ	8
writing	NOUN	8
certainty	NOUN	8
fun	NOUN	8
hill	PROPN	8
preserve	VERB	8
uneasy	ADJ	8
allude	VERB	8
abode	NOUN	8
usually	ADV	8
george	PROPN	8
spar	VERB	8
lest	ADP	8
distinguish	VERB	8
suggest	VERB	8
obtain	VERB	8
discourse	NOUN	8
altogether	ADV	8
warmly	ADV	8
form	NOUN	8
parent	NOUN	8
claim	NOUN	8
totally	ADV	8
propose	VERB	8
seat	NOUN	8
liberty	NOUN	8
entail	VERB	8
approve	VERB	8
propriety	NOUN	8
formerly	ADV	8
conjecture	VERB	8
conclusion	NOUN	8
note	NOUN	8
somewhat	ADV	8
nearly	ADV	8
refusal	NOUN	8
anybody	NOUN	8
friendly	ADJ	8
measure	NOUN	8
divide	VERB	8
guess	VERB	8
procure	VERB	8
quarrel	VERB	8
while	NOUN	8
mistress	NOUN	8
gate	NOUN	8
aloud	ADV	8
concerned	ADJ	8
resign	VERB	8
indignation	NOUN	8
eagerness	NOUN	8
despise	VERB	8
separation	NOUN	8
offence	NOUN	8
occupy	VERB	8
accomplishment	NOUN	8
circle	NOUN	8
quality	NOUN	8
unexpected	ADJ	8
oppose	VERB	8
service	NOUN	8
formal	ADJ	8
good	NOUN	8
astonished	ADJ	8
value	VERB	8
renew	VERB	8
solicitude	NOUN	8
support	VERB	8
difficulty	NOUN	8
governess	NOUN	8
somebody	NOUN	8
foolish	ADJ	8
variety	NOUN	8
uncomfortable	ADJ	8
wretched	ADJ	8
away	PART	8
ourselves	PRON	8
apologise	VERB	8
openly	ADV	8
right	ADV	8
incapable	ADJ	8
eat	VERB	8
involve	VERB	8
drink	VERB	8
gallantry	NOUN	8
warm	ADJ	8
up	ADV	8
possess	VERB	8
merit	NOUN	8
grave	ADJ	8
unpleasant	ADJ	8
possibly	ADV	8
hearing	NOUN	8
esteem	NOUN	8
inconvenience	NOUN	8
scotland	PROPN	8
cease	VERB	8
madam	NOUN	8
reproach	NOUN	8
esteem	VERB	8
weak	ADJ	8
impertinence	NOUN	8
idle	ADJ	8
cross	VERB	8
strongly	ADV	8
indulge	VERB	8
besides	ADP	8
work	VERB	7
action	NOUN	7
influence	VERB	7
unreasonable	ADJ	7
complexion	NOUN	7
remarkable	ADJ	7
decline	VERB	7
discovery	NOUN	7
mention	NOUN	7
contrive	VERB	7
opposite	ADJ	7
game	NOUN	7
announce	VERB	7
supply	VERB	7
rouse	VERB	7
reach	NOUN	7
extent	NOUN	7
disapprobation	NOUN	7
domestic	ADJ	7
james	PROPN	7
condescension	NOUN	7
engross	VERB	7
start	VERB	7
